;Aggregated and intercalibrated zCumNDVI data for eMODIS: extended by GIMMS for 1981S*-2000S* for Kenyan divisions
adminID, pixels, L+S_R2cv, L+S_R2cv_within, L+S_gain, L+S_offset, 1981S*, 1982L*, 1982S*, 1983L*, 1983S*, 1984L*, 1984S*, 1985L*, 1985S*, 1986L*, 1986S*, 1987L*, 1987S*, 1988L*, 1988S*, 1989L*, 1989S*, 1990L*, 1990S*, 1991L*, 1991S*, 1992L*, 1992S*, 1993L*, 1993S*, 1994L*, 1994S*, 1995L*, 1995S*, 1996L*, 1996S*, 1997L*, 1997S*, 1998L*, 1998S*, 1999L*, 1999S*, 2000L*, 2000S*, 2001L, 2001S, 2002L, 2002S, 2003L, 2003S, 2004L, 2004S, 2005L, 2005S, 2006L, 2006S, 2007L, 2007S, 2008L, 2008S, 2009L, 2009S, 2010L, 2010S, 2011L, 2011S, 2012L, 2012S
65,69624,0.727980, 0.770613, 1.32642, 0.330687, -3.79229,-4.41691,14.3853,-0.756038,-2.47437,-9.77500,5.85958,9.11108,-2.47476,0.717762,0.134850,-1.19361,-2.92570,6.57015,-1.73586,0.827214,11.7515,17.6748,12.5708,-5.81100,-1.01160,-3.93537,13.4501,3.28595,2.50754,-0.779654,20.1430,4.74383,-0.864275,-5.48187,-0.0507211,18.5333,42.4086,36.1907,3.16355,1.91604,3.78661,-6.43029,-2.96429,-11.4879,-9.80293,9.59770,6.64423,23.6338,1.25688,3.73863,12.4399,3.75936,-12.9240,-6.17863,18.6907,14.2451,4.42035,1.68020,0.753490,-21.4234,-5.56905,4.80742,-15.3962,-22.3723,2.05102,-7.90599,-0.435534
66,71496,0.898191, 0.914987, 1.61923, 0.309335, -7.33558,-6.93706,17.8276,-1.65669,-4.73257,-26.6729,1.49284,0.163671,-8.13867,-4.05357,-3.79336,8.11454,-8.07374,4.52063,-7.66333,2.69618,8.68733,15.6866,14.4321,-14.4792,-6.71495,-10.0102,3.14079,-3.14450,-7.33803,-0.859072,20.0225,0.726607,-1.64987,0.602778,-5.11999,17.3333,35.2441,41.7040,2.88885,1.69595,-0.0894959,-23.6313,-7.27119,-8.25623,-5.59685,5.95009,4.23862,15.6727,3.08193,5.42278,9.50816,-0.767292,-12.4798,-7.60902,13.3783,20.0047,4.82441,-2.76039,-0.750547,-25.2638,-1.68912,11.7892,-18.3863,-14.1827,5.50507,1.52671,3.48361
67,40176,0.799912, 0.831053, 1.54481, 0.306741, 2.52436,3.92611,17.8686,10.3850,-1.70927,-23.7685,6.93589,5.57003,-4.79299,-4.92865,-0.592414,7.77642,1.95663,8.66971,0.110556,6.22287,2.68748,7.54481,4.13827,-21.4742,-8.03743,-13.5371,-3.55161,-8.21266,-5.03461,-0.104823,15.8469,-4.87040,-6.76611,2.65076,-3.54027,25.4980,31.2527,23.6059,5.73485,3.17972,-0.141371,-22.2708,3.32170,-2.42869,-7.57508,9.90222,2.67211,7.57359,-2.13067,3.19722,2.94151,-5.89980,-13.3123,-1.11171,16.0436,15.5979,1.40003,-6.80050,6.02986,-17.5752,-1.41761,10.8927,-13.3861,-13.3477,13.0132,13.1208,3.88005
68,18763,0.861893, 0.886048, 1.47554, 0.178441, -6.27249,-10.9564,13.5111,-12.5898,-2.83575,-35.8656,-5.22711,-6.34297,-2.00958,-3.34097,-3.74881,-2.47536,-6.54484,5.03158,-0.197109,10.2986,12.8121,9.27926,6.22436,-12.6026,-5.29637,-18.5686,1.99076,-10.8451,-14.0393,2.33124,15.1518,-2.80714,2.14445,3.90430,6.96261,10.1053,25.1198,18.8151,2.58040,-6.71664,0.796509,-29.7185,-7.21067,-3.25537,-7.72956,0.768041,-3.37396,9.57380,5.75122,0.379517,0.514081,-2.27945,-11.1317,-8.50970,11.7492,13.1386,6.11007,-2.27761,0.824410,-30.3486,-3.06291,24.0038,-9.12083,-1.19292,17.2272,21.1494,12.6954
69,36331,0.790826, 0.826247, 1.57261, 0.224600, -0.248444,-14.6141,16.2364,-7.67195,-0.734859,-45.6813,-1.93327,-9.19165,-6.92795,-9.86152,-5.32637,-4.48167,-6.40741,-2.04332,7.43522,3.72399,13.1912,4.93108,6.94084,-17.2806,-6.34798,-24.4451,3.51327,-15.5679,-8.68155,2.50345,20.0837,-11.2333,1.03903,-0.389235,0.433944,15.4373,35.5086,18.1473,4.28640,-3.75491,0.642526,-33.2847,-0.938581,-0.787796,-3.98370,0.262184,-6.84151,6.44433,1.89184,0.759889,0.889952,1.15721,-9.89252,-4.27141,11.4559,11.7944,6.90169,-4.17473,1.67531,-25.7172,-4.95214,19.0176,-8.33176,-4.48449,14.9863,16.2481,12.2680
70,41817,0.783294, 0.818844, 1.34851, 0.273298, -3.45234,9.46663,6.90190,5.97435,-13.4603,1.23144,5.11116,8.03118,-6.96545,7.74808,-2.46174,8.62868,-15.0614,12.3381,-5.55823,18.1222,6.37268,20.9229,-1.47689,17.0800,-6.01468,11.4093,4.84341,7.42577,-3.63378,5.62810,6.84548,14.5374,-0.733966,13.7167,-8.69243,17.0061,25.8839,43.5893,-6.68126,7.83772,1.70617,17.4195,7.67447,2.88205,0.910713,-3.12559,13.1537,7.48451,-0.405272,0.520071,-2.48131,-2.68324,-11.5012,-7.08642,16.3120,22.2459,4.63433,9.03110,-8.57996,-20.7658,-5.01050,6.25492,-7.92183,-14.7574,-2.63022,-9.76630,-6.11093
71,91862,0.811219, 0.840359, 1.44813, 0.413433, -10.0577,-2.66726,4.38060,-2.44368,-11.9792,-8.50602,6.59014,11.7227,-9.85788,13.5006,1.70991,4.81517,-10.0885,-1.24631,-0.133626,10.5521,16.3159,33.2408,10.7334,-3.39764,-4.93143,-1.76400,16.3083,0.141823,2.70785,5.48161,10.0708,8.56155,-0.562599,3.00756,-5.72670,13.8231,29.5669,53.6893,6.48042,10.2030,3.70311,-5.25352,-11.4538,-8.56174,7.09124,21.4232,5.15106,11.3272,9.32022,1.75058,6.32744,-6.34209,-14.4085,-12.9090,11.0496,10.1264,0.967263,2.37598,-8.90188,-11.6126,-0.401271,14.5443,-13.4930,-22.1223,0.145931,-6.95710,-8.23547
72,71859,0.841171, 0.867144, 1.36387, 0.511478, -5.58007,3.07540,8.06620,2.87741,-6.32305,-6.41382,6.26188,1.48392,-8.17674,6.10359,0.945815,5.45102,-7.88385,2.24228,-2.14384,7.29349,12.6596,35.0200,7.35661,12.1117,-4.95000,1.90224,14.6383,2.61386,0.478058,-1.30349,0.843436,10.3176,-0.185620,2.81234,-5.05579,9.00087,37.3837,49.7413,2.71556,11.9897,12.5269,5.02560,-4.37305,1.20538,5.03213,14.3548,12.0677,11.4809,2.47226,-3.95604,-1.39260,-12.7266,-15.1537,-12.6485,14.0826,3.98643,6.26967,12.4732,-9.32970,-15.8807,-1.41375,18.7480,-12.3360,-17.0370,5.02672,-9.67904,-6.50844
73,29039,0.669044, 0.723275, 1.51390, 0.443792, -8.30982,-2.61591,10.0953,2.34537,-8.55653,-10.5077,11.9891,2.98945,-11.6644,7.65065,4.73406,-0.454366,-11.2306,2.04043,-0.605382,11.9368,17.3541,40.1119,10.0715,-2.19062,-11.5071,-1.52234,14.9123,-2.25876,1.53465,-1.12022,3.06827,13.2193,-3.77209,-1.80120,-10.2466,3.77442,26.1970,49.7462,0.467226,5.76105,6.99236,-4.32820,-12.5478,-12.6650,7.09880,14.9385,9.28862,18.9705,2.54185,-4.12410,-6.46994,-14.2206,-13.2112,-13.8839,10.8106,8.05441,2.22986,7.19875,-9.28140,-12.9900,5.86946,24.0554,-12.3603,-15.3339,9.30506,-4.43856,-6.12809
74,128851,0.767012, 0.802725, 1.18787, 0.394412, -6.46576,6.17290,11.3028,3.02702,-10.9865,-8.53388,9.20427,2.31205,-7.46193,4.75469,-1.03286,8.61113,-7.80061,2.81451,-2.66851,7.63980,12.7504,25.8797,2.76399,17.7437,-5.73273,0.0918425,13.0834,6.76520,-2.54004,-1.16574,0.743748,7.68829,-3.28306,4.95450,-6.24130,8.18166,32.8846,45.5737,0.482103,10.0511,9.05248,9.98724,0.460300,-1.81241,1.14235,7.21971,15.3582,11.4928,3.83567,5.53900,0.999954,-2.94180,-12.0950,-3.11611,10.5804,1.18241,0.546714,2.11597,-8.75915,-17.5146,-0.917581,16.1262,-10.8998,-18.2912,4.05402,-9.50797,-4.69195
75,7501,0.696310, 0.734421, 1.25945, 0.244024, -14.0410,1.00943,0.287809,5.71034,-12.5828,-20.1232,-5.79454,1.28058,-8.77339,-6.59658,-5.58403,6.89262,-6.29027,7.87187,-5.70059,-11.9971,0.217563,7.40256,-1.66883,-0.174577,-12.0770,-10.5471,0.796606,0.305110,-8.25054,-15.3536,-4.47851,-2.72190,-8.03500,-9.19535,-8.90554,1.12542,12.7395,20.1686,-1.45055,10.3597,3.18537,-0.538343,5.09010,-0.173952,-4.22228,-2.75618,10.2216,2.99189,-2.71752,7.83285,-2.24624,-8.07957,-9.76415,0.691594,11.5674,13.8715,8.33709,6.09001,-9.74610,-8.91524,3.11360,9.41600,-12.1586,-20.9689,7.74577,-19.3165,-13.7732
76,9142,0.882983, 0.898829, 1.16214, 0.161279, -10.4379,-14.0635,0.373597,1.96876,-15.0824,-14.4424,-5.75950,1.14039,-11.7050,-4.92584,-2.78426,-0.326491,-5.36901,-0.104347,-7.28066,4.98517,-0.373723,2.56161,5.34873,-9.74003,-10.4054,-5.06562,-0.497147,3.02728,-6.78981,-14.9797,-9.46075,6.20130,-4.67161,1.88232,-9.71084,-1.11434,3.90010,9.44723,-4.83443,6.05350,-0.117807,-7.74571,-6.54843,4.39543,-2.59236,-0.432636,10.0015,5.20327,0.826921,1.35499,4.97089,3.55091,-9.78561,0.0763569,13.4552,9.80575,6.87768,4.19808,-7.43641,-12.4192,-0.0691108,7.84933,-13.6578,-23.5736,-0.413137,-25.9754,-7.21134
77,165045,0.744740, 0.785851, 1.25122, 0.189628, -9.01929,2.42613,8.93216,0.117597,-18.1615,-16.7734,2.06599,-1.48213,-8.94250,1.48543,-3.51456,7.73102,-12.1599,9.74859,-3.98334,4.19839,4.11933,13.3486,0.815148,4.40556,-8.70198,-5.29217,5.59396,0.581488,-6.19963,-5.13733,-3.47603,1.77514,-3.76464,2.43320,-9.33998,10.3438,30.0693,31.8825,-4.33566,8.52398,3.92999,8.59945,3.09143,-5.02536,-5.88636,-4.21956,14.1521,8.51468,-0.836339,5.48225,2.55682,1.73941,-8.83626,-6.43667,14.8127,14.5305,3.99031,8.52903,-8.18564,-14.7372,0.304402,7.32581,-11.5128,-15.7026,0.170968,-12.6830,-4.16001
78,51159,0.678458, 0.730721, 1.35299, 0.220638, -1.40223,-2.11564,23.2431,11.8233,4.25787,-12.5986,0.534160,9.98045,0.616558,23.3947,0.105402,16.5704,2.03354,18.6975,5.86872,7.42107,7.97487,1.20666,-0.184332,-0.975542,0.847633,-9.54942,3.04856,12.1941,-1.83537,14.8351,22.3285,-4.12272,-0.882968,0.476019,1.65592,13.8580,42.0161,18.7007,5.26153,6.77758,2.46825,-11.1569,6.64298,-6.11030,-5.23687,2.56763,3.67155,6.07313,-5.11984,-9.71179,3.22960,12.4811,-8.84303,-4.87829,12.7880,15.8842,-1.46018,-11.3713,1.95039,-15.1610,-4.63842,19.0068,-5.75350,-8.78028,15.8177,29.9199,14.6253
79,26684,-0.145499, 0.0451326, 0.581032, -0.0625761, 6.89435,9.96714,17.1662,15.3290,9.09460,6.62202,11.2297,12.5921,7.99332,13.9119,3.85935,10.0532,7.04716,7.02334,7.39880,9.67012,5.54073,15.3572,4.73671,6.22750,4.00007,2.21090,4.66054,6.61261,3.28516,7.83644,9.13231,1.59669,1.79310,5.34891,6.14714,15.2775,19.3891,17.7874,11.1009,6.02048,7.44587,2.94257,5.19871,-17.0796,-15.4334,2.73470,5.13815,20.6085,1.92667,3.12608,13.8109,8.72074,-6.45698,-0.549491,6.38558,9.96323,-1.81518,-9.32159,0.975342,-17.7619,-2.68110,10.1400,-7.42112,-10.5808,17.6541,25.6777,4.86095
80,23386,0.187075, 0.322628, 1.42051, 0.0519702, 4.25201,19.4782,50.9439,41.5630,27.6330,10.7627,33.6652,18.5829,9.72225,21.4007,6.91073,39.5069,18.0288,21.9328,14.7327,21.3306,15.7222,24.2853,11.5175,4.17766,-7.29060,3.34093,-3.75272,15.9182,5.06479,14.1401,69.5685,-1.87024,-7.34120,0.424418,5.68507,34.3184,25.9567,46.9191,26.4689,15.4445,9.97413,1.22917,1.44833,-8.28800,-11.1185,4.94283,0.308857,15.9402,3.06029,-1.32293,0.799535,-8.37583,-10.8229,-3.62377,-2.76565,10.2038,7.30250,-8.24234,6.59137,-12.5416,0.649307,17.6282,-2.63275,-6.32048,23.5113,15.7995,2.50214
81,112911,0.704873, 0.752213, 1.41730, 0.214568, -3.81672,-3.99420,21.1983,12.6496,0.227349,-7.41766,0.501386,9.79272,-1.40188,20.1419,-2.49504,11.2315,-0.968632,17.0460,9.63457,12.9837,8.47601,6.71825,0.602742,0.838619,-2.51215,-4.70805,4.36692,11.0690,-5.40089,6.57652,12.1891,-0.542009,-0.993801,5.70676,0.828513,16.8756,41.9049,28.0067,3.69315,1.02688,1.61472,-5.92900,0.421533,-12.7410,-7.38929,-0.300224,5.72846,8.89944,-4.55029,-7.57963,0.523572,9.60677,-10.4049,-7.82034,14.4034,25.7770,1.92474,-8.35911,2.79522,-10.4222,0.276215,16.4026,-9.13158,-13.4633,11.7250,20.6769,8.47054
82,74798,0.840869, 0.869096, 1.40767, 0.312970, -6.54846,-9.96112,11.7050,-4.26721,-1.47761,-21.3174,-5.14923,-0.226573,-6.53125,9.63656,-8.00768,13.8288,-2.53057,11.0859,5.57201,1.18895,8.00862,-2.22786,0.712891,-9.04179,-2.31425,-17.7000,-0.757735,-5.57751,-6.62297,7.16989,16.4561,-15.2908,-4.26824,-1.02455,-5.26450,11.9613,27.2653,2.17055,-1.73788,-1.96574,-1.21998,-29.8369,2.67674,-10.4670,-1.78516,1.39939,0.588503,4.88130,-7.57189,-10.5507,0.00872232,8.23470,-10.3581,-8.49624,17.0402,19.1507,1.18546,-8.56705,5.26466,-16.8659,-1.27314,21.3222,-8.99940,-0.0416390,11.1377,22.1081,13.2151
83,58893,0.580728, 0.654406, 1.31899, 0.133733, -0.466848,-6.29918,10.5838,-2.37274,3.91020,-22.9643,6.57265,3.10906,0.589990,-1.25883,-1.95171,7.15175,2.55157,5.64703,3.53385,2.64578,6.67996,-4.90643,-0.750778,-11.5490,-0.347784,-16.6532,0.959649,-10.2689,-4.77006,-6.10312,11.6104,-14.5483,-2.45989,-3.62312,0.617116,14.1129,24.7085,2.95234,8.42229,-2.48503,-0.400168,-21.3909,-1.77678,-4.09469,-3.47908,-5.88409,-4.92897,-1.63471,-5.22107,-2.36838,-2.32701,2.96990,-5.11109,-7.98185,9.94453,14.5797,1.80736,-6.32667,4.35110,-16.5476,1.98179,20.0816,-6.79469,7.20688,16.0783,17.4172,5.80206
84,72875,0.307373, 0.427068, 1.26382, 0.208543, 2.47062,1.32350,17.6801,3.07816,5.63631,-7.83694,4.14216,15.8541,4.24946,15.9283,2.34143,22.1871,10.9330,23.3136,11.9377,8.99210,7.14633,2.43312,0.660629,-6.56165,-0.939306,-6.52926,1.55555,3.34144,0.341708,5.73273,18.3274,-5.82519,-0.841837,-3.41255,1.93583,9.93229,35.3918,10.6185,9.46467,3.69107,7.01774,-6.87196,5.67170,-11.5503,-12.2315,-2.53004,-3.99083,4.28138,-5.17284,-5.70091,2.54941,1.77943,-8.37327,-9.18495,11.9823,23.4585,5.15094,-5.68773,6.41574,-12.5834,1.95746,22.9889,-4.56562,-5.27120,14.8490,15.8234,9.17051
85,92798,0.504168, 0.592226, 1.50042, 0.167428, 5.03267,2.41195,22.8889,19.6018,8.36932,-9.77581,17.7572,7.58322,2.65146,10.2030,2.11901,18.7956,9.43878,16.9793,9.82641,11.0147,11.4714,4.89699,3.37813,-11.6760,0.334734,-11.9638,2.29037,-4.67656,-3.81641,-1.07667,14.7627,-11.4986,-1.74477,-2.02268,4.51785,25.2908,29.1949,23.3482,12.1598,0.654398,3.30472,-13.0474,0.151291,-6.72100,-9.10695,0.122866,-3.30741,-1.40052,-4.05200,-1.84181,-3.83083,-4.87630,-9.52167,-6.70850,6.57313,16.6759,4.87563,-4.97508,7.76534,-14.2472,4.71956,20.0090,-4.07997,3.96248,20.8992,23.4564,7.50871
86,25176,0.479827, 0.564068, 1.73532, 0.194021, -2.20966,22.4445,66.5407,24.5846,27.1894,19.1121,67.4772,15.3545,-2.54352,24.5826,0.653619,27.8568,5.23943,51.9000,52.4386,92.9042,48.7915,51.7263,15.0673,26.6856,-4.80181,7.46477,21.3953,58.3710,-7.85913,30.6503,70.8948,4.68394,-5.64583,13.1515,7.91741,22.6886,99.1447,74.3010,25.2515,10.4476,12.2189,-5.65475,0.473703,-14.1108,-15.1631,-9.35955,4.89038,13.4358,-5.39616,-7.19070,7.30608,9.31271,-10.9187,-2.52902,7.46679,18.4167,2.49535,-5.18457,5.08388,-11.4322,2.12040,20.1017,-6.64882,-11.4601,13.0098,24.8402,8.94237
87,112896,0.853500, 0.878713, 1.39862, 0.243836, -10.5414,-11.1644,7.86406,2.03794,-2.71833,-19.0131,-10.3177,8.87497,-9.02580,-0.518047,-11.5950,4.70454,-8.42350,6.52220,3.78599,1.12032,7.88332,10.5415,-4.11226,-2.29767,-2.83394,-10.4576,-1.37655,-4.70076,-10.8514,7.92413,7.90854,-6.07835,-5.64560,6.67300,-6.24710,15.2088,24.4334,5.12249,-4.99261,0.168273,-6.51547,-17.8743,-7.27446,-7.06293,3.05866,0.811740,6.10465,0.0484575,-9.84629,-10.1319,-3.34946,4.39001,-9.42353,-7.90226,17.2575,27.4781,0.284819,-5.76782,3.32938,-7.52406,-2.68586,13.9458,-7.40537,-8.28524,8.90166,27.7388,20.0399
88,47620,0.848913, 0.875748, 1.49921, 0.219693, -6.26249,-11.6725,9.47853,-14.1277,0.720990,-32.7838,-3.50289,-6.03621,-5.88172,0.172086,-9.80870,2.50002,2.32655,6.74763,5.66530,-2.48398,6.85987,-4.41726,-1.76941,-16.4347,-4.61312,-22.7591,-5.03219,-12.7326,-8.41905,-13.5814,18.3063,-20.9830,-4.83564,-10.6774,-3.77200,0.835081,35.8085,2.12150,2.40575,-5.67153,0.569420,-29.4233,2.45663,-9.36518,-5.96156,-3.43749,-5.39232,3.23955,-6.40223,-12.5241,-0.988191,1.35467,-9.90494,-12.9708,16.0193,21.2619,2.61233,-3.32381,5.45428,-10.0517,2.51927,23.0829,-6.58480,2.73411,17.6521,26.1397,15.9034
89,33975,0.884650, 0.902448, 1.60514, 0.386484, -5.12817,-7.84930,6.34645,-5.45021,-4.89080,-8.44065,0.195675,-2.45994,-4.69264,10.2331,-2.70880,2.12392,-4.92762,14.9601,11.2783,19.2734,9.85901,11.3668,2.64134,-1.06902,-3.80953,-7.36093,4.36386,1.73425,-7.51610,2.79694,14.0338,2.63309,-0.0981174,4.29774,-1.27726,14.7000,33.3183,24.7352,2.96928,-8.02451,-0.551606,-15.4165,-1.89569,-11.1737,-10.6796,-0.397101,7.24231,20.5406,2.14259,-8.96458,6.47297,8.27030,-9.25885,-5.61225,8.69122,20.5659,-0.974680,-9.70349,-5.10206,-14.6857,1.01480,16.6996,-7.32024,-15.5397,14.3615,18.1639,1.89196
90,48211,-0.227045, -0.0107443, 0.117647, -0.243190, 0.760879,1.12048,2.48166,1.90130,1.49236,0.508491,2.24709,2.88756,1.23182,2.87124,0.804506,4.02989,1.96311,4.37429,2.08377,2.68075,1.91154,1.66619,0.957927,0.696708,0.703192,0.272603,0.693078,0.955939,0.344338,0.466985,1.87195,0.149970,0.175589,0.249657,0.695898,3.08155,2.92754,3.16613,1.72399,1.97314,1.50146,0.485274,0.510908,-11.3881,-13.8105,0.444964,-0.867592,3.61309,-6.43895,-2.76189,-2.43382,-7.34731,-7.10027,-2.82838,5.53363,19.3486,7.86951,-1.97354,11.6376,-12.8808,5.45101,18.7121,-5.98177,-2.93879,16.7593,10.2793,2.53871
91,77370,0.920751, 0.933711, 1.45199, 0.179284, -12.8095,-20.4587,3.05213,-7.88606,-8.92244,-22.9352,-8.03205,0.910527,-12.9940,4.69362,-9.86799,8.77819,-11.3224,0.838925,-0.218791,-2.58560,5.55908,-3.49302,-7.39059,-7.70560,-6.29125,-12.1118,2.22067,-9.52622,-14.2271,-5.17558,5.61189,-14.2148,-2.04181,7.07124,-9.50794,8.97182,26.5015,11.8264,-4.76448,-8.09356,-8.66004,-25.3730,-7.34551,-9.68604,1.89062,1.95666,8.73449,-1.85604,-6.70291,-7.88721,-6.91887,0.353239,-12.4238,-6.56587,17.7696,34.9464,2.08073,-4.20238,-0.0996822,-10.8766,-2.25797,16.6290,-10.0350,-12.8112,15.6633,22.6218,9.79160
92,10274,-0.147457, 0.0377620, 0.632687, -0.180001, 0.549158,0.955274,6.69674,6.24639,2.19567,-2.30579,1.24604,9.04957,2.25330,3.17313,0.588657,7.61546,3.13961,6.41665,3.65160,1.78414,0.179146,2.55880,0.486959,-3.09818,-2.96880,-2.97135,0.713644,0.0204867,0.265009,3.23286,4.29010,-2.16792,-0.0843571,-0.293153,-0.826171,6.51800,9.12904,7.64482,5.24456,4.34959,2.21636,0.460050,2.40806,-15.8902,-14.7992,5.82172,1.42495,21.3442,4.95580,0.368514,6.06996,-0.589020,-7.02260,-5.86830,7.15772,12.7837,0.453260,-9.43824,-1.45447,-15.5929,-3.14675,16.8413,-3.92454,-9.78083,23.3036,12.0085,3.12600
93,22770,0.828159, 0.858669, 1.44654, 0.239298, -5.10925,-4.42098,11.3795,-9.55698,2.84781,-34.6552,-2.44165,-4.21609,-6.64322,0.698083,-8.59585,-0.650220,2.17266,3.23576,3.75024,-5.21882,6.02604,-9.32812,-3.48705,-30.5649,-6.52867,-26.5071,-2.80604,-21.8071,-7.09384,-14.2843,6.70231,-25.1823,-5.80380,-12.2773,-3.91976,7.77269,35.1920,5.26698,0.754004,-5.99049,-1.56099,-26.8681,-5.61047,-2.46619,-5.82459,-9.68966,-8.75846,-2.32798,-9.06389,-7.19156,-3.27398,-4.87306,-7.98466,-9.74537,12.1241,27.1799,5.33027,-1.10629,8.95245,-16.5551,6.78523,22.9235,-5.51311,3.85178,16.8973,24.1901,13.1774
94,16733,0.640223, 0.704123, 1.41844, 0.331356, -1.48757,1.91811,12.4978,-1.07823,5.93496,-12.6523,4.50607,0.414062,-3.72222,7.30900,-6.01636,3.92686,3.29897,11.9244,12.2101,9.31326,10.2879,3.48190,2.13527,-10.2515,-1.88333,-9.20151,2.89750,-0.906972,1.58457,4.71398,19.7634,-12.3856,-6.21659,-5.88158,-2.26215,6.27868,30.5362,10.4194,0.302746,0.120732,-0.428575,-14.9189,-2.01696,-1.18904,-10.1099,-7.22568,-5.21132,0.129361,-7.77419,-5.63401,-3.90229,-8.36860,-10.0218,-12.0915,9.54354,24.0390,7.84380,-7.15127,9.92678,-12.7088,6.71374,24.8062,-4.36917,5.39437,16.3675,23.0907,5.03713
95,83506,0.650681, 0.704756, 1.10572, 0.138121, -0.541024,12.3989,15.9653,0.877685,-3.25002,-1.29196,0.590826,8.15509,-4.90575,4.13211,0.781391,12.1279,-3.55252,9.36064,-4.80605,2.27610,2.43388,16.5235,2.84677,-1.69915,-4.17004,3.82716,13.5829,11.1241,-1.51156,2.51457,7.05865,11.3500,0.335153,3.17256,-1.75418,23.1023,54.4898,50.7809,0.951269,7.26347,7.98288,-3.35478,-1.65444,1.04072,-7.58547,10.7372,2.43688,11.4487,-3.80526,-1.91779,2.98964,-11.6669,-12.5078,2.48824,28.6430,16.9688,-0.356817,5.46516,-0.631429,-13.4211,-1.84885,-2.22241,-12.6138,-18.9206,15.7371,8.32147,0.824385
96,32629,0.791156, 0.823443, 1.26138, 0.266343, -4.25333,6.27051,15.3913,-0.615661,-3.27194,-5.24326,6.92563,4.74756,-4.32774,4.16126,0.482573,-5.68973,-4.88603,2.98816,-1.42354,-3.97342,0.724763,12.3071,2.71218,-9.86512,-5.13796,-6.17312,9.25226,6.35265,0.532648,-5.95348,3.38579,3.85023,-1.30090,-7.53489,-3.16863,22.9588,48.3370,32.0048,-0.709883,-0.146787,7.03440,-5.55839,-9.89796,-9.10934,-2.07259,18.9966,-2.15583,12.8391,4.74646,7.87362,6.13891,-7.38920,-13.1657,-6.06635,20.0165,-2.16963,2.67664,7.24064,-8.47661,-14.1357,2.24773,10.1066,-14.7577,-18.1864,25.6734,-5.82412,-12.6956
97,9977,0.858651, 0.878221, 1.14843, 0.0275603, -2.77096,11.8115,14.1798,11.6782,-3.73158,-9.92437,-5.11885,25.2114,-2.84007,12.4111,-0.766781,17.9432,-5.10052,10.5751,-6.50147,8.82210,9.80900,18.4018,4.93574,-1.19084,-7.52928,-3.67866,-0.505412,4.61058,-5.82456,-5.55250,2.75694,7.01697,0.0244125,6.56564,-6.62108,12.3562,27.2940,40.3379,-2.20680,6.58361,0.787207,-0.0351405,-7.17730,0.481834,-9.07510,5.27191,7.24429,8.86203,0.238994,0.421832,8.32798,-3.47530,-12.8164,7.54362,24.2760,17.6865,-2.84790,0.545308,-0.402364,-12.2840,-4.11300,0.474339,-13.1715,-25.5280,8.90779,0.218685,-0.233793
98,59947,0.642132, 0.697344, 1.15460, 0.219823, -1.39346,17.4961,17.7491,0.169322,-4.66355,-1.77146,-0.255633,11.0901,-3.55659,3.57779,-4.42005,10.2441,-8.20485,5.80686,-7.80330,5.30707,3.46686,11.7804,3.31634,-2.25958,-8.84130,-3.24064,3.30382,7.80224,-3.16738,-2.17373,1.78884,15.5992,1.48955,2.96051,-3.15959,27.8116,40.6308,44.6801,1.05192,1.80240,0.0116521,-1.58672,-5.80143,-7.76031,-8.41463,12.6740,0.510869,12.0979,-0.745170,-1.04068,9.18412,-6.68779,-14.3476,-0.100158,23.1543,2.44787,2.04044,11.3940,-3.14113,-13.9800,0.769999,9.41405,-13.5621,-18.4589,22.2796,14.4988,-0.252052
99,92807,0.623522, 0.683555, 1.10788, 0.215467, -2.21218,10.8505,6.23054,8.27712,-3.08021,1.99666,1.21974,9.24920,-5.91769,7.60874,-3.30487,4.64360,-6.27199,6.59704,-4.89812,1.69241,0.604819,12.2063,-1.51400,1.79669,-7.41332,-1.87551,2.08671,11.7455,-0.940362,0.975177,1.55530,10.1668,-2.19747,-2.16571,-3.34513,19.2351,34.2505,46.1616,1.38857,2.73773,4.07576,3.22341,-4.37878,-12.7143,-9.42505,9.94235,4.98075,7.75559,0.151753,1.41374,9.06232,-7.01604,-14.5155,-5.72029,21.7181,15.5184,3.87908,4.38237,-6.14352,-10.1554,2.11562,14.6880,-14.1721,-18.0944,12.1899,0.288586,-7.06644
100,29729,0.500922, 0.579294, 1.05002, 0.174192, 1.44669,16.0083,18.8317,0.119205,-0.856775,2.26442,3.69691,8.42706,-0.947880,6.23094,3.51313,11.4297,-1.11427,15.0746,-1.37783,4.70005,4.12853,21.2185,4.51862,2.57135,-0.570125,4.09564,15.7537,8.27348,2.93628,2.81168,11.9869,10.5255,2.80522,3.66190,0.191469,23.2868,63.4942,49.1811,5.75060,7.24459,8.24996,-0.669800,-3.15517,6.50818,-5.50698,6.20532,-0.741308,13.9442,-6.19715,-6.94346,-2.23194,-13.2051,-11.6927,-1.78833,31.7674,16.5163,-0.268716,6.74609,-1.84009,-12.9957,0.206112,3.29143,-9.75606,-18.2789,14.2268,4.71832,-3.85264
